Year,Quarter,GDP_Growth,Inflation,Industrial_Production,Unemployment_Rate,Recession_Indicator
2020,Q1,2.905431371,1.749741159,91.42848345,107.3719826,0
2020,Q2,1.058989596,2.926445079,80.48617899,109.3975765,0
2020,Q3,0.60789978,2.782286227,101.1080444,109.8592959,0
2020,Q4,0.684491412,2.107708569,118.7721014,100.4619569,0
2021,Q1,2.073496595,2.391497378,98.18164259,102.5511616,0
2021,Q2,1.96078578,2.802316021,81.81785521,95.61926379,0
2021,Q3,2.87602871,2.780527568,98.22627011,102.402652,0
2021,Q4,1.193452957,1.376242319,98.5479362,97.06704456,1
2022,Q1,1.95914028,1.155469274,118.9757923,109.7242149,0
2022,Q2,2.245404285,2.072192733,92.38110465,106.2759004,0
2022,Q3,2.211827931,1.325233879,116.4370874,106.4507449,0
2022,Q4,2.874499783,2.451439017,104.5366078,98.36486073,0
2023,Q1,2.831821208,2.732127779,81.8087468,90.52733949,0
2023,Q2,1.441158417,2.621106662,119.4910452,93.00833782,1
2023,Q3,1.985326788,1.761781713,118.7965759,106.8423785,0
2023,Q4,2.595821762,1.93738632,96.59278009,95.46814144,0
2013,Q1,0.640938742,2.729444753,112.5160404,109.9943535,0
2013,Q2,2.991592093,2.110863411,110.7594966,108.8953146,0
2013,Q3,2.624118477,1.494696203,98.02176541,92.5831883,0
2013,Q4,2.885127568,2.212349269,89.14571222,103.4340137,0
2014,Q1,2.045320601,1.716325436,84.54230369,103.4314639,0
2014,Q2,1.800769252,2.544636783,100.80654,107.04363,0
2014,Q3,1.879767097,2.121875943,115.0661441,98.06965732,0
2014,Q4,0.835038071,1.057565353,110.2054902,102.406191,0
2015,Q1,2.26019942,1.425928323,85.45485902,90.29089331,0
2015,Q2,1.376468897,2.179835374,95.6897618,98.74949844,1
2015,Q3,2.760396736,1.696510934,100.5595796,105.6730603,0
2015,Q4,1.491356956,2.2441734,114.4945483,108.9904125,0
2016,Q1,0.867683702,2.85317525,99.68465172,95.16488777,1
2016,Q2,1.647839391,2.960065151,99.70472376,96.57503221,0
2016,Q3,2.083502136,1.480291238,83.03453312,92.57759444,0
2016,Q4,0.820114597,1.303805387,85.55308691,102.8174949,0
2017,Q1,0.954700211,1.691334567,115.8715364,99.47923281,1
2017,Q2,2.168894346,1.344639742,87.69156075,90.81737233,0
2017,Q3,0.922337658,1.557180678,87.08041937,91.77405068,1
2017,Q4,0.801589678,1.921557536,88.25334874,97.28539722,1
2018,Q1,1.758543177,2.380789657,81.57248559,105.988208,0
2018,Q2,2.069750974,1.163518064,114.943145,108.417448,0
2018,Q3,0.6526949,1.553755296,112.2480512,104.9651938,0
2018,Q4,0.961302548,1.418698647,94.81888411,99.6904597,1
2019,Q1,2.045636929,1.737827279,98.50138865,104.9494188,0
2019,Q2,0.591708007,1.504873889,108.5339834,107.9041368,0
2019,Q3,1.779193605,2.064226971,84.28688045,98.94824734,0
2019,Q4,1.831543166,1.484941007,90.76972924,97.54568326,0
2020,Q1,0.550177994,1.644158331,88.45792028,96.54994704,1
2020,Q2,0.79940533,2.781054561,103.7436981,103.5820464,0
2020,Q3,2.472928097,1.996884398,83.47681152,100.7421308,0
2020,Q4,1.967102795,2.490878948,97.26638185,92.55160606,0
2021,Q1,1.209439764,1.726164593,105.8366897,101.4155661,0
2021,Q2,1.390241815,2.973030498,104.2309928,94.74453583,1
2021,Q3,0.754456182,1.305718278,89.83830914,93.21362747,1
2021,Q4,0.96641756,1.570190337,86.93494381,107.9353085,0
2022,Q1,0.700584364,2.049022779,96.41587308,109.6475723,0
2022,Q2,0.780097255,1.795711198,118.7788173,107.3101425,0
2022,Q3,2.542680177,1.515805654,86.8355035,103.3728644,0
2022,Q4,2.823439973,2.113525786,102.8645076,95.59958187,0
2023,Q1,2.423732333,1.374087497,92.94716946,98.50872877,0
2023,Q2,1.769025947,1.484819465,84.59347299,102.2124008,0
2023,Q3,1.221576383,2.162476443,86.17450861,99.62280204,1
2023,Q4,1.831473581,1.103647074,93.46417113,92.68829354,0
2013,Q1,0.658437426,2.979920465,92.8941538,106.1974889,0
2013,Q2,1.136601637,2.363005444,110.4091144,101.9127748,0
2013,Q3,1.678940471,1.823681828,93.95473066,108.5905829,0
2013,Q4,2.576548519,2.930053821,84.97188894,104.6173495,0
2014,Q1,2.845851142,1.362466132,82.65985069,104.822413,0
2014,Q2,1.936182783,2.683657554,85.59089507,105.9053462,0
2014,Q3,1.0040683,1.327311886,86.57063192,106.2914944,0
2014,Q4,2.162993052,2.04613085,94.35321936,107.5440108,0
2015,Q1,1.481112769,2.633198879,97.56539634,97.53888859,1
2015,Q2,1.656699464,1.602755748,109.9043752,100.0544078,0
2015,Q3,1.080531738,2.799149147,95.35564885,100.8710572,0
2015,Q4,2.766180277,2.248475992,84.67592163,108.7966425,0
2016,Q1,2.069270133,1.669811229,85.57088291,105.8805038,0
2016,Q2,2.05018189,2.066922184,115.7557033,105.7719442,0
2016,Q3,0.879187199,1.623444136,89.93956559,104.8789259,0
2016,Q4,0.583831087,2.13977937,110.4983474,107.5353127,0
2017,Q1,1.355204372,2.642514609,84.42526948,106.9290458,0
2017,Q2,0.818721656,1.794574581,111.8918146,92.99834855,1
2017,Q3,1.073128488,2.444505137,108.8014615,102.8229527,0
2017,Q4,2.234871111,2.085448887,90.07196236,96.91391987,0
2018,Q1,0.953994292,2.816901123,103.3356718,98.01702834,1
2018,Q2,1.655014509,2.894566679,86.13405612,101.7245966,0
2018,Q3,1.764721697,2.222908471,80.72440735,107.4424782,0
2018,Q4,2.830295706,2.130266367,107.866033,108.4499876,0
2019,Q1,2.268096586,1.305078086,103.0515344,102.1343009,0
2019,Q2,1.560326678,2.472888471,117.3746806,108.5113703,0
2019,Q3,1.627098429,1.226476092,119.393648,106.7779617,0
2019,Q4,0.811656703,2.841683765,114.7958545,100.3767611,0
2020,Q1,1.978188589,1.798005408,82.19046555,96.70394483,0
2020,Q2,2.507133621,1.009264046,93.33996687,97.96337387,0
2020,Q3,1.843489007,2.839711233,93.85383977,96.93906404,0
2020,Q4,2.34375312,1.904435882,88.98419292,99.04879032,0
2021,Q1,0.852142551,1.352773973,99.93471091,98.37850899,1
2021,Q2,2.787114753,1.724787798,103.223534,102.6452858,0
2021,Q3,0.532736141,2.327074744,87.12143867,109.2214063,0
2021,Q4,0.871656819,1.829248247,83.41398672,109.937485,0
2022,Q1,1.755487526,2.190770035,82.6830591,104.9992094,0
2022,Q2,1.024763983,2.796108579,88.20558562,93.81375441,1
2022,Q3,0.59137417,1.94413389,102.5936453,91.31417279,1
2022,Q4,2.438819042,1.906577669,100.9756108,98.81525494,0
2023,Q1,1.501907652,2.119280663,86.20960984,93.63856261,0
2023,Q2,2.654464053,2.892230924,94.93237265,95.41489346,0
2023,Q3,2.109998858,1.817468342,81.01545423,93.12305195,0
2023,Q4,2.289930572,2.317847884,81.0838397,94.43944324,0
2013,Q1,1.077686991,2.343785487,80.78842151,92.08217164,1
2013,Q2,2.499790213,1.357089324,106.1098443,94.76365562,0
2013,Q3,0.748603482,1.486344382,108.8906773,107.1139294,0
2013,Q4,2.575549661,1.794367059,106.7234055,94.09968591,0
2014,Q1,1.232869326,2.792671637,80.52007694,91.71017062,1
2014,Q2,1.019715638,1.053064408,87.2574174,101.6608312,0
2014,Q3,1.553561376,2.785343422,112.6977425,96.83634703,0
2014,Q4,1.148558584,1.759384816,103.6117977,95.36127282,1
2015,Q1,2.06037227,1.818823304,102.0818872,98.72253058,0
2015,Q2,1.236164399,2.896906614,110.5442318,92.80226352,1
2015,Q3,2.67116994,1.974862396,115.7820891,105.9971051,0
2015,Q4,1.563033761,1.044938617,90.74709438,100.8326843,0
2016,Q1,2.08369555,1.515775371,85.57424296,106.6986047,0
2016,Q2,2.961005452,2.051380365,86.86717143,95.44614653,0
2016,Q3,0.545976691,2.828597613,84.71004332,101.5303295,0
2016,Q4,1.185138052,2.108356005,106.0568155,106.5948361,0
2017,Q1,1.016053179,1.021991657,85.4754252,108.0003728,0
2017,Q2,2.684725194,2.194826204,104.0206744,103.3007335,0
2017,Q3,0.938428197,2.828823892,96.750821,97.66277056,1
2017,Q4,1.797294263,1.093931934,86.65133475,104.7606723,0
2018,Q1,0.70699667,2.206304219,89.81396439,97.78591228,1
2018,Q2,1.221734342,1.711345433,108.7618362,95.94243431,1
2018,Q3,1.916011601,1.952100804,106.5468466,108.7365948,0
2018,Q4,2.331430243,1.429880757,81.2473254,95.24528089,0
2019,Q1,1.987694827,1.102851627,99.85464989,101.936857,0
2019,Q2,1.335609727,2.541824407,84.26393013,91.50275563,1
2019,Q3,2.320471891,1.990982632,107.5360959,98.69654677,0
2019,Q4,1.116005083,2.638204635,111.9766352,103.8939294,0
2020,Q1,1.180362843,2.180461334,94.43895588,91.83164147,1
2020,Q2,2.793283939,1.273637262,118.0094942,98.92011546,0
2020,Q3,0.962832322,2.083801895,114.9178334,104.6444977,0
2020,Q4,2.51640287,2.317566733,107.6910626,106.983913,0
2021,Q1,1.124170022,1.978849927,88.84837767,109.7533602,0
2021,Q2,2.860148349,1.078853623,108.2230069,108.5049663,0
2021,Q3,0.951438363,2.135890461,116.6195319,90.67891957,1
2021,Q4,2.243550668,1.594698015,116.9758478,109.4211649,0
2022,Q1,2.860666223,1.948428433,114.481706,106.890988,0
2022,Q2,1.297751183,2.657830948,81.48030539,101.9253976,0
2022,Q3,1.075022093,1.241133772,83.07812807,103.9257755,0
2022,Q4,1.349687409,2.449533543,82.61425363,96.30580676,1
2023,Q1,1.848728231,2.58144633,92.75010012,102.5178275,0
2023,Q2,2.714944371,2.231726376,89.31837899,90.48801563,0
2023,Q3,2.675247185,1.042538822,114.9880669,100.5787427,0
2023,Q4,2.847669246,2.597566472,119.9173644,97.01423631,0
2013,Q1,2.417970722,1.803861827,99.19502481,102.5501093,0
2013,Q2,2.684192785,2.968166938,110.7309366,98.35533564,0
2013,Q3,1.553392506,2.475164603,89.55108583,92.20948226,0
2013,Q4,1.386555394,1.574477983,91.85232482,94.67215502,1
2014,Q1,0.605232974,1.035747869,119.5088956,98.55546267,1
2014,Q2,1.460816618,2.359294565,88.73015551,108.9992237,0
2014,Q3,2.465862536,1.178822005,96.70323103,107.5823662,0
2014,Q4,2.861830056,1.934803022,104.5364556,93.34067892,0
2015,Q1,2.977921565,1.463343403,117.709271,102.992933,0
2015,Q2,2.019341987,2.025377022,89.22679247,93.53056064,0
2015,Q3,1.051215523,1.372876524,111.1833789,97.00250518,1
2015,Q4,0.644606691,2.93820526,115.3514354,108.5550457,0
2016,Q1,2.987269557,1.347790498,95.84968076,105.1647695,0
2016,Q2,2.240051545,1.307791813,112.633325,94.48881144,0
2016,Q3,1.059544037,2.073948846,103.7175974,101.6017242,0
2016,Q4,0.728717093,2.754921725,90.6240017,92.59029843,1
2017,Q1,2.7218702,2.911302996,114.4851047,106.1903215,0
2017,Q2,2.138104952,2.101714741,83.4794704,98.16906426,0
2017,Q3,1.431721293,1.519507568,108.9368045,99.9175147,1
2017,Q4,0.70261554,1.440366404,107.3303505,91.52261719,1
2018,Q1,2.628017285,1.990293054,99.22346309,101.8481557,0
2018,Q2,2.561702415,1.695618416,107.1206461,101.3146393,0
2018,Q3,1.167570675,2.757259973,111.8970409,103.1690367,0
2018,Q4,2.626454323,2.734588402,108.3345191,106.7402666,0
2019,Q1,2.243678654,2.360281544,104.7444551,105.0543328,0
2019,Q2,0.896512763,2.761741518,114.8737411,90.58494566,1
2019,Q3,2.564541876,1.257739735,93.40475417,104.8701651,0
2019,Q4,0.90189974,2.635934048,113.2853671,100.1493547,0
2020,Q1,0.515964679,1.574076266,104.6770767,109.6237236,0
2020,Q2,2.079533818,1.519607162,105.3602281,100.7997076,0
2020,Q3,2.449613488,1.213961278,110.4411161,100.8253316,0
2020,Q4,2.90748001,1.683744332,105.3048757,108.6405621,0
2021,Q1,0.75627432,2.874456974,107.5154289,91.35674118,1
2021,Q2,1.252408917,2.416344177,82.69402406,101.6434092,0
2021,Q3,1.364707642,2.241831036,81.82968135,107.4307361,0
2021,Q4,2.933722423,2.937755711,109.9860733,92.6017248,0
2022,Q1,2.39565799,1.049173833,80.88494206,96.47220438,0
2022,Q2,1.721607976,2.540814836,107.3318151,98.91805413,0
2022,Q3,1.184066666,2.994249,97.04725209,99.02774049,1
2022,Q4,0.909059553,2.589619097,107.747289,94.41539226,1
2023,Q1,0.705952614,2.360998604,106.1804486,95.46519054,1
2023,Q2,2.877158906,1.302115784,97.29339204,108.8723184,0
2023,Q3,1.549318292,2.277051895,95.90377592,95.48430405,0
2023,Q4,2.95994412,1.818668013,115.7639681,94.59909212,0
2013,Q1,1.03276176,1.062268166,106.066673,97.37052687,1
2013,Q2,2.660895625,1.946419813,118.7277371,93.71051031,0
2013,Q3,2.67155792,2.553193706,110.8368738,106.8956646,0
2013,Q4,2.402559977,2.252440643,85.24979511,90.65052359,0
2014,Q1,2.80211962,2.233300629,111.8614916,99.63044703,0
2014,Q2,0.793270472,1.250371584,107.4226115,98.6061179,1
2014,Q3,1.001311817,1.983189093,82.56835748,101.639428,0
2014,Q4,1.172483511,2.595118201,92.41447836,99.10440298,1
2015,Q1,0.52905135,1.144893776,95.69974226,99.59877669,1
2015,Q2,2.00005137,1.583325157,107.7992754,107.2024479,0
2015,Q3,2.449627472,1.079237651,99.22027789,92.09860357,0
2015,Q4,1.10511254,2.973325187,85.69982172,99.97776307,1
2016,Q1,2.045389336,2.404929941,102.3859473,90.19541695,0
2016,Q2,1.316153271,2.035423287,83.51465997,97.01253862,1
2016,Q3,0.583007772,1.157156994,95.87693105,92.65431508,1
2016,Q4,1.918852121,2.378929938,112.023468,94.00300488,0
2017,Q1,0.918706456,1.209135681,105.45721,104.1295145,0
2017,Q2,0.578965362,2.872424492,82.07885135,100.8259267,0
2017,Q3,2.272651299,2.741938247,108.5634773,106.0345617,0
2017,Q4,1.348625481,2.629650227,83.20459386,107.8963331,0
2018,Q1,1.86898094,2.63459554,98.09273138,102.8715539,0
2018,Q2,1.816006652,2.463179044,83.26519928,91.20704168,0
2018,Q3,1.117758085,1.31908936,114.8713427,94.38427975,1
2018,Q4,2.93966314,1.673791584,87.28471663,105.7939701,0
2019,Q1,2.146769439,1.996391433,102.214542,104.3840356,0
2019,Q2,1.071136853,2.992667832,118.9917265,103.0065137,0
2019,Q3,0.998856127,2.360456485,82.88793636,90.61305004,1
2019,Q4,1.144207221,1.925245913,114.7309002,104.5433814,0
2020,Q1,2.356766303,1.850986669,93.8373997,97.42077526,0
2020,Q2,2.969123909,1.080218383,114.6812598,101.5735082,0
2020,Q3,1.596538548,2.450515321,99.46675766,107.4684648,0
2020,Q4,2.75175466,1.843441854,91.07311189,101.8470066,0
2021,Q1,2.780908364,1.421324378,104.9186633,102.6312044,0
2021,Q2,2.332782556,1.26313537,108.6329986,108.1806504,0
2021,Q3,0.949207772,1.47508665,118.8558038,93.61953905,1
2021,Q4,2.635962733,1.984555713,89.88924298,107.414998,0
2022,Q1,1.613263138,2.029634708,94.36933478,101.859017,0
2022,Q2,0.908809681,1.782163073,118.7764929,95.16266865,1
2022,Q3,2.141841661,1.650380128,110.938925,92.61747321,0
2022,Q4,2.924552613,1.907579083,89.44201853,91.46993495,0
2023,Q1,0.924394763,2.039547897,93.48012706,106.5776673,0
2023,Q2,1.577218809,1.497428545,104.6857995,104.1355443,0
2023,Q3,0.91760477,1.335238433,81.46685708,104.7280403,0
2023,Q4,2.159511319,1.949261751,113.766818,106.1134031,0
2013,Q1,1.963385911,2.736542561,88.2336484,92.23839239,0
2013,Q2,1.174374029,1.114173712,101.2467811,108.7321138,0
2013,Q3,0.598358852,1.244219828,98.08796113,108.6775004,0
2013,Q4,1.290390262,2.014469617,81.66291436,92.96686402,1
2014,Q1,2.966575307,2.930237393,80.19759924,109.0362357,0
2014,Q2,2.097799845,2.735836589,98.18959423,100.3119206,0
2014,Q3,1.722116451,2.333728515,85.58605019,90.5994718,0
2014,Q4,1.269824854,2.409361525,88.07413808,103.4686487,0
2015,Q1,2.924780115,1.187801432,106.9040847,98.87500439,0
2015,Q2,2.670355636,1.354299579,107.7050381,106.7623058,0
2015,Q3,2.861535549,2.366496057,99.88699056,102.3569448,0
2015,Q4,2.672262461,2.141219493,81.21548239,108.6189739,0
2016,Q1,2.223816878,2.353026772,88.6270061,103.1777094,0
2016,Q2,1.484661014,2.302465954,84.26372121,103.1569061,0
2016,Q3,2.998534314,1.096424078,119.0869674,98.13815921,0
2016,Q4,2.676883626,2.564770968,102.6806504,104.7689842,0
2017,Q1,2.696288903,1.808280643,93.08132646,103.3518677,0
2017,Q2,2.519614855,2.52457027,111.912546,98.7116663,0
2017,Q3,2.54458554,1.240418111,101.7795639,90.11517321,0
2017,Q4,1.311464575,1.73292307,95.84690766,103.9093441,0
2018,Q1,1.471395253,1.897387245,89.50176523,97.46503583,1
2018,Q2,1.068174068,1.146391848,104.1379437,103.364256,0
2018,Q3,2.048725865,1.926988088,95.19143121,107.266673,0
2018,Q4,1.797704463,1.958363755,81.02568263,96.82495655,0
2019,Q1,1.450489047,1.797645562,103.2068948,100.6720509,0
2019,Q2,2.019762732,2.529766523,112.5194295,104.3624615,0
2019,Q3,2.88880924,1.036465165,87.83111943,90.1512575,0
2019,Q4,2.118686785,2.796061098,89.73929186,108.5406909,0
2020,Q1,0.650668476,2.868872054,94.06490749,92.02841657,1
2020,Q2,1.714679398,1.513553135,91.39491608,96.1457993,0
2020,Q3,2.507564745,2.078322553,92.45230797,102.2066757,0
2020,Q4,2.290376686,1.545248001,96.54196406,92.43772187,0
2021,Q1,0.952873374,2.362235708,87.25753391,100.5032677,0
2021,Q2,2.272615654,1.213753846,102.6924888,95.13125567,0
2021,Q3,2.907317188,1.967091293,112.239702,101.0045308,0
2021,Q4,0.608531332,2.266302751,118.0561337,102.0322364,0
2022,Q1,2.547972149,2.768412927,89.12319088,94.2408968,0
2022,Q2,2.027452472,1.82205694,113.5944521,108.0004625,0
2022,Q3,1.383553448,1.473741118,111.2210206,95.49612071,1
2022,Q4,2.556535796,1.847476507,106.701996,91.91070628,0
2023,Q1,2.059648312,1.903535357,103.4643385,93.36028415,0
2023,Q2,2.342184362,2.725594155,88.669592,91.91429111,0
2023,Q3,0.559096465,2.283943001,104.2837614,100.9339483,0
2023,Q4,1.07986774,1.781811992,103.7790534,99.93533718,1
2013,Q1,2.969463801,1.272879505,107.8057822,98.08637536,0
2013,Q2,1.570499037,2.435195531,107.6974461,109.8251199,0
2013,Q3,0.820985724,1.208219299,108.9735527,101.5677383,0
2013,Q4,1.185401666,1.158838738,83.42632998,107.8838175,0
2014,Q1,0.979668312,1.646743124,89.06625609,97.09992612,1
2014,Q2,0.673559607,2.038119582,82.70450254,106.0071302,0
2014,Q3,1.084280205,2.080023829,115.2031635,103.0175474,0
2014,Q4,1.832394466,1.648667506,93.32007652,103.3897391,0
2015,Q1,2.985348403,2.32367838,102.3113367,104.6130102,0
2015,Q2,1.663014031,1.120284685,102.4918726,109.1525057,0
2015,Q3,0.938257356,2.380009782,88.03734755,100.7165537,0
2015,Q4,0.741691124,1.900741873,110.2465332,96.95143048,1
2016,Q1,2.162279311,2.590899922,117.0871128,94.69284164,0
2016,Q2,1.49828979,1.304832027,119.6993401,108.5400194,0
2016,Q3,1.849892826,2.684066589,100.8383191,102.4717138,0
2016,Q4,0.72281108,2.510540841,85.10853935,106.5213526,0
2017,Q1,2.455070219,2.417489395,81.44641522,96.06256712,0
2017,Q2,1.157781425,1.720272815,83.50570987,108.7391565,0
2017,Q3,1.884505602,1.611048621,95.87926068,98.94405081,0
2017,Q4,2.001485833,2.031358855,116.7756789,99.93926966,0
2018,Q1,2.980395037,2.702849915,88.34042057,108.6119043,0
2018,Q2,0.790915995,2.634899417,95.22493174,107.5594864,0
2018,Q3,2.670141725,2.6118508,111.6012175,96.09358278,0
2018,Q4,0.702298208,1.805960358,86.9409806,103.8990218,0
2019,Q1,1.365249316,2.951220402,105.6388831,106.4496113,0
2019,Q2,0.831311682,2.724028965,116.9102876,99.74123838,1
